filename,seen,file_size_mb,has_hpylori,n_instances,augmented,aug_type,dataset_location
aug_flipH-hue-contrst_Part-two_b0s0c0x29981-2776y20592-2080m111.tiff,yes,15.434604,no,0,augmented,flipH-hue-contrst,train
aug_flipD-hue_5216-20-04_08_2020_b0s1c0x181112-2776y28582-2080m137.tiff,yes,13.522574,no,0,augmented,flipD-hue,train
aug_contrst_Part-two_b0s4c0x158022-2776y70916-2080m40.tiff,yes,15.036646,no,0,augmented,contrst,train
aug_hue_5216-20-04_08_2020_b0s3c0x37361-2776y25584-2080m38.tiff,yes,10.879608,no,0,augmented,hue,train
aug_flipH-hue-contrst_Part-two_b0s0c0x27483-2776y1872-2080m8.tiff,yes,15.37704,no,0,augmented,flipH-hue-contrst,train
aug_flipD-hue-contrst_Part-two_b0s0c0x7495-2776y29952-2080m170.tiff,yes,15.388486,no,0,augmented,flipD-hue-contrst,train
Part-two_b0s0c0x0-2776y43056-2080m267.tiff,yes,13.781068,yes,2,original,original,train
aug_flipH-hue-contrst_Part-two_b0s1c0x70147-2776y33060-2080m43.tiff,yes,15.383212,no,0,augmented,flipH-hue-contrst,train
aug_flipV_Part-two_b0s1c0x60153-2776y59268-2080m191.tiff,yes,13.203084,no,0,augmented,flipV,train
aug_flipH_Part-two_b0s0c0x27483-2776y24336-2080m136.tiff,yes,14.09556,yes,1,augmented,flipH,train
aug_flipV_5216-20-04_08_2020_b0s1c0x193604-2776y24838-2080m119.tiff,yes,10.548884,no,0,augmented,flipV,train
aug_flipV-contrst_Part-two_b0s1c0x50160-2776y34932-2080m44.tiff,yes,15.036876,no,0,augmented,flipV-contrst,train
aug_contrst_5216-20-04_08_2020_b0s0c0x14991-2776y0-2080m0.tiff,yes,11.881264,no,0,augmented,contrst,train
aug_flipH-hue-contrst_5216-20-04_08_2020_b0s1c0x193604-2776y30454-2080m154.tiff,yes,14.05665,no,0,augmented,flipH-hue-contrst,train
aug_flipV-hue-contrst_Part-two_b0s0c0x27483-2776y35568-2080m217.tiff,yes,15.108268,no,0,augmented,flipV-hue-contrst,train
aug_hue-contrst_5216-20-04_08_2020_b0s0c0x19988-2776y43056-2080m238.tiff,yes,13.504914,yes,8,augmented,hue-contrst,train
aug_flipH-hue_5216-20-04_08_2020_b0s1c0x168620-2776y26710-2080m121.tiff,yes,12.145276,yes,6,augmented,flipH-hue,train
aug_flipD-hue-contrst_5216-20-04_08_2020_b0s1c0x176115-2776y36070-2080m182.tiff,yes,14.113718,yes,2,augmented,flipD-hue-contrst,train
aug_flipV-contrst_Part-two_b0s4c0x165517-2776y67172-2080m21.tiff,yes,14.877684,yes,3,augmented,flipV-contrst,train
aug_flipV-hue_Part-two_b0s2c0x203968-2776y61832-2080m38.tiff,yes,13.636508,no,0,augmented,flipV-hue,train
aug_flipD-contrst_Part-two_b0s1c0x42664-2776y64884-2080m222.tiff,yes,14.624828,no,0,augmented,flipD-contrst,train
aug_flipD-hue-contrst_5216-20-04_08_2020_b0s0c0x17489-2776y37440-2080m210.tiff,yes,14.086366,no,0,augmented,flipD-hue-contrst,train
aug_flipV-contrst_5216-20-04_08_2020_b0s1c0x183610-2776y24838-2080m115.tiff,yes,13.569116,no,0,augmented,flipV-contrst,train
aug_flipH-contrst_Part-two_b0s4c0x155523-2776y80276-2080m101.tiff,yes,14.882362,no,0,augmented,flipH-contrst,train
aug_flipV-hue-contrst_5216-20-04_08_2020_b0s2c0x206426-2776y20872-2080m25.tiff,yes,13.393766,no,0,augmented,flipV-hue-contrst,train
aug_flipV-hue-contrst_5216-20-04_08_2020_b0s0c0x17489-2776y7488-2080m30.tiff,yes,14.063412,no,0,augmented,flipV-hue-contrst,train
aug_flipH-contrst_5216-20-04_08_2020_b0s2c0x216420-2776y22744-2080m36.tiff,yes,13.938048,yes,1,augmented,flipH-contrst,train
aug_flipV-hue-contrst_5216-20-04_08_2020_b0s0c0x19988-2776y24336-2080m123.tiff,yes,13.744528,no,0,augmented,flipV-hue-contrst,train
aug_flipV_Part-two_b0s0c0x27483-2776y31824-2080m192.tiff,yes,13.928064,no,0,augmented,flipV,train
aug_flipH-hue_Part-two_b0s4c0x163018-2776y80276-2080m104.tiff,yes,13.63183,no,0,augmented,flipH-hue,train
aug_flipD-hue-contrst_5216-20-04_08_2020_b0s0c0x12492-2776y22464-2080m106.tiff,yes,14.196126,no,0,augmented,flipD-hue-contrst,train
aug_flipV_Part-two_b0s0c0x2499-2776y39312-2080m236.tiff,yes,13.447032,no,0,augmented,flipV,train
aug_flipV_5216-20-04_08_2020_b0s0c0x0-2776y24336-2080m115.tiff,yes,10.467668,no,0,augmented,flipV,train
aug_hue-contrst_5216-20-04_08_2020_b0s1c0x181112-2776y26710-2080m126.tiff,yes,13.990248,no,0,augmented,hue-contrst,train
aug_hue_Part-two_b0s1c0x50160-2776y57396-2080m173.tiff,yes,14.248112,no,0,augmented,hue,train
aug_hue-contrst_Part-two_b0s0c0x29981-2776y37440-2080m232.tiff,yes,15.072916,no,0,augmented,hue-contrst,train
aug_flipD-hue-contrst_5216-20-04_08_2020_b0s3c0x37361-2776y25584-2080m38.tiff,yes,13.17568,no,0,augmented,flipD-hue-contrst,train
Part-two_b0s0c0x2499-2776y39312-2080m236.tiff,yes,13.447078,no,0,original,original,train
aug_flipV-hue-contrst_5216-20-04_08_2020_b0s1c0x188607-2776y9862-2080m37.tiff,yes,14.445612,no,0,augmented,flipV-hue-contrst,train
aug_flipD-hue_Part-two_b0s1c0x50160-2776y34932-2080m44.tiff,yes,14.206716,no,0,augmented,flipD-hue,train
aug_flipH_5216-20-04_08_2020_b0s0c0x27483-2776y7488-2080m34.tiff,yes,12.185636,yes,1,augmented,flipH,train
aug_flipV_5216-20-04_08_2020_b0s2c0x216420-2776y20872-2080m29.tiff,yes,13.113434,no,0,augmented,flipV,train
aug_flipV_5216-20-04_08_2020_b0s1c0x178613-2776y30454-2080m148.tiff,yes,13.697022,no,0,augmented,flipV,train
5216-20-04_08_2020_b0s0c0x22486-2776y26208-2080m137.tiff,yes,13.09372,yes,3,original,original,train
5216-20-04_08_2020_b0s1c0x193604-2776y6118-2080m22.tiff,yes,13.127454,no,0,original,original,train
aug_hue-contrst_Part-two_b0s0c0x27483-2776y35568-2080m217.tiff,yes,15.108804,no,0,augmented,hue-contrst,train
aug_flipV-hue_Part-two_b0s1c0x37668-2776y53652-2080m140.tiff,yes,13.774416,yes,4,augmented,flipV-hue,train
aug_flipH-hue-contrst_5216-20-04_08_2020_b0s2c0x203928-2776y33976-2080m76.tiff,yes,13.196406,no,0,augmented,flipH-hue-contrst,train
aug_flipD-contrst_5216-20-04_08_2020_b0s2c0x218918-2776y22744-2080m37.tiff,yes,12.681592,yes,1,augmented,flipD-contrst,train
Part-two_b0s0c0x29981-2776y26208-2080m151.tiff,yes,14.191872,no,0,original,original,train
aug_flipD-hue_Part-two_b0s1c0x67648-2776y36804-2080m60.tiff,yes,13.81972,no,0,augmented,flipD-hue,train
aug_flipV_Part-two_b0s1c0x37668-2776y59268-2080m182.tiff,yes,14.080056,no,0,augmented,flipV,train
aug_flipV-hue_Part-two_b0s1c0x47662-2776y48036-2080m106.tiff,yes,13.486028,no,0,augmented,flipV-hue,train
aug_hue-contrst_Part-two_b0s0c0x14990-2776y11232-2080m41.tiff,yes,15.381114,no,0,augmented,hue-contrst,train
aug_hue-contrst_Part-two_b0s4c0x175511-2776y67172-2080m23.tiff,yes,15.177108,no,0,augmented,hue-contrst,train
aug_hue_5216-20-04_08_2020_b0s1c0x176115-2776y34198-2080m171.tiff,yes,13.340802,no,0,augmented,hue,train
aug_flipD-contrst_Part-two_b0s0c0x37476-2776y16848-2080m86.tiff,yes,15.228776,no,0,augmented,flipD-contrst,train
aug_flipV-hue_Part-two_b0s0c0x24984-2776y26208-2080m149.tiff,yes,14.019896,no,0,augmented,flipV-hue,train
aug_flipH-hue_Part-two_b0s3c0x207405-2776y60051-2080m5.tiff,yes,13.839182,no,0,augmented,flipH-hue,train
Part-two_b0s1c0x40166-2776y64884-2080m221.tiff,yes,14.208844,no,0,original,original,train
aug_flipV-hue_5216-20-04_08_2020_b0s0c0x17489-2776y7488-2080m30.tiff,yes,13.367842,no,0,augmented,flipV-hue,train
aug_flipH-contrst_Part-two_b0s0c0x27483-2776y35568-2080m217.tiff,yes,15.026278,no,0,augmented,flipH-contrst,train
5216-20-04_08_2020_b0s0c0x32480-2776y11232-2080m54.tiff,yes,10.357266,no,0,original,original,train
aug_flipV_5216-20-04_08_2020_b0s0c0x19988-2776y0-2080m2.tiff,yes,10.38224,no,0,augmented,flipV,train
Part-two_b0s1c0x65150-2776y34932-2080m50.tiff,yes,14.388218,no,0,original,original,train
aug_flipV-hue_Part-two_b0s0c0x27483-2776y5616-2080m22.tiff,yes,13.532152,no,0,augmented,flipV-hue,train
aug_flipD-contrst_5216-20-04_08_2020_b0s0c0x29981-2776y31824-2080m177.tiff,yes,11.844272,no,0,augmented,flipD-contrst,train
aug_hue_Part-two_b0s0c0x29981-2776y13104-2080m57.tiff,yes,14.11567,no,0,augmented,hue,train
aug_flipD-hue-contrst_Part-two_b0s1c0x55157-2776y57396-2080m175.tiff,yes,15.232622,no,0,augmented,flipD-hue-contrst,train
aug_flipH-contrst_Part-two_b0s4c0x155523-2776y70916-2080m39.tiff,yes,14.974436,no,0,augmented,flipH-contrst,train
aug_hue_Part-two_b0s4c0x168015-2776y78404-2080m94.tiff,yes,14.044082,no,0,augmented,hue,train
aug_flipV-contrst_5216-20-04_08_2020_b0s3c0x44856-2776y14352-2080m1.tiff,yes,11.916196,no,0,augmented,flipV-contrst,train
aug_flipV-hue-contrst_Part-two_b0s1c0x52658-2776y31188-2080m27.tiff,yes,15.12091,no,0,augmented,flipV-hue-contrst,train
aug_flipH-hue_5216-20-04_08_2020_b0s0c0x19988-2776y11232-2080m49.tiff,yes,13.684736,no,0,augmented,flipH-hue,train
aug_flipD_Part-two_b0s0c0x0-2776y43056-2080m267.tiff,yes,13.756802,yes,2,augmented,flipD,train
aug_flipH-hue_Part-two_b0s4c0x180507-2776y76532-2080m86.tiff,yes,14.209398,yes,1,augmented,flipH-hue,train
aug_flipH-hue-contrst_5216-20-04_08_2020_b0s0c0x27483-2776y16848-2080m80.tiff,yes,14.16466,no,0,augmented,flipH-hue-contrst,train
aug_flipH_Part-two_b0s0c0x27483-2776y35568-2080m217.tiff,yes,14.047548,no,0,augmented,flipH,train
aug_flipD_Part-two_b0s0c0x22486-2776y16848-2080m80.tiff,yes,13.98673,no,0,augmented,flipD,train
aug_flipD-hue-contrst_5216-20-04_08_2020_b0s1c0x178613-2776y11734-2080m42.tiff,yes,13.33073,no,0,augmented,flipD-hue-contrst,train
aug_flipV_Part-two_b0s0c0x24984-2776y39312-2080m245.tiff,yes,14.100286,no,0,augmented,flipV,train
aug_flipD-hue-contrst_Part-two_b0s0c0x27483-2776y44928-2080m293.tiff,yes,15.262054,yes,2,augmented,flipD-hue-contrst,train
aug_hue-contrst_Part-two_b0s0c0x19987-2776y3744-2080m12.tiff,yes,15.328562,no,0,augmented,hue-contrst,train
aug_flipH-contrst_5216-20-04_08_2020_b0s3c0x37361-2776y25584-2080m38.tiff,yes,11.91049,no,0,augmented,flipH-contrst,train
Part-two_b0s0c0x32479-2776y33696-2080m207.tiff,yes,14.026654,no,0,original,original,train
aug_flipH_5216-20-04_08_2020_b0s1c0x178613-2776y9862-2080m33.tiff,yes,10.56273,no,0,augmented,flipH,train
aug_flipH-contrst_Part-two_b0s1c0x65150-2776y33060-2080m41.tiff,yes,15.042726,no,0,augmented,flipH-contrst,train
aug_flipH_5216-20-04_08_2020_b0s0c0x27483-2776y37440-2080m214.tiff,yes,10.494086,no,0,augmented,flipH,train
aug_flipH-contrst_Part-two_b0s0c0x32479-2776y18720-2080m98.tiff,yes,15.16529,no,0,augmented,flipH-contrst,train
aug_flipD-hue-contrst_5216-20-04_08_2020_b0s0c0x32480-2776y18720-2080m92.tiff,yes,13.107816,no,0,augmented,flipD-hue-contrst,train
aug_flipD-contrst_Part-two_b0s1c0x50160-2776y64884-2080m225.tiff,yes,14.848496,no,0,augmented,flipD-contrst,train
aug_flipH_5216-20-04_08_2020_b0s0c0x27483-2776y26208-2080m139.tiff,yes,10.324456,no,0,augmented,flipH,train
aug_flipH_Part-two_b0s0c0x0-2776y44928-2080m282.tiff,yes,13.77678,yes,3,augmented,flipH,train
5216-20-04_08_2020_b0s0c0x19988-2776y41184-2080m231.tiff,yes,12.435014,yes,18,original,original,train
aug_flipH-hue-contrst_Part-two_b0s2c0x203968-2776y56216-2080m8.tiff,yes,15.153344,no,0,augmented,flipH-hue-contrst,train
Part-two_b0s4c0x165517-2776y67172-2080m21.tiff,yes,13.308742,yes,3,original,original,train
aug_flipV-hue-contrst_Part-two_b0s0c0x19987-2776y20592-2080m107.tiff,yes,15.252358,no,0,augmented,flipV-hue-contrst,train
aug_flipV-hue-contrst_5216-20-04_08_2020_b0s0c0x19988-2776y13104-2080m58.tiff,yes,14.520878,no,0,augmented,flipV-hue-contrst,train
aug_flipH-hue-contrst_5216-20-04_08_2020_b0s0c0x19988-2776y43056-2080m238.tiff,yes,13.505004,yes,8,augmented,flipH-hue-contrst,train
aug_flipH_5216-20-04_08_2020_b0s1c0x186109-2776y39814-2080m206.tiff,yes,12.199648,yes,11,augmented,flipH,train
aug_flipD-contrst_5216-20-04_08_2020_b0s0c0x29981-2776y18720-2080m91.tiff,yes,13.381618,no,0,augmented,flipD-contrst,train
aug_flipD-contrst_5216-20-04_08_2020_b0s2c0x211423-2776y17128-2080m13.tiff,yes,14.307746,no,0,augmented,flipD-contrst,train
aug_flipH-contrst_5216-20-04_08_2020_b0s1c0x191106-2776y37942-2080m199.tiff,yes,12.827802,yes,2,augmented,flipH-contrst,train
aug_flipH-hue_Part-two_b0s4c0x180507-2776y69044-2080m37.tiff,yes,14.064148,no,0,augmented,flipH-hue,train
5216-20-04_08_2020_b0s0c0x14991-2776y35568-2080m197.tiff,yes,13.029158,yes,1,original,original,train
aug_flipH-hue_Part-two_b0s0c0x2499-2776y41184-2080m252.tiff,yes,14.050444,yes,1,augmented,flipH-hue,train
aug_flipV-hue_5216-20-04_08_2020_b0s1c0x176115-2776y34198-2080m171.tiff,yes,13.340802,no,0,augmented,flipV-hue,train
aug_hue_Part-two_b0s0c0x29981-2776y18720-2080m97.tiff,yes,13.988742,no,0,augmented,hue,train
aug_flipV-contrst_Part-two_b0s4c0x160520-2776y70916-2080m41.tiff,yes,15.143952,no,0,augmented,flipV-contrst,train
aug_flipH_5216-20-04_08_2020_b0s2c0x203928-2776y32104-2080m69.tiff,yes,12.851988,no,0,augmented,flipH,train
aug_flipH-hue_5216-20-04_08_2020_b0s0c0x24984-2776y9360-2080m42.tiff,yes,13.327134,no,0,augmented,flipH-hue,train
aug_flipV-hue_5216-20-04_08_2020_b0s1c0x181112-2776y28582-2080m137.tiff,yes,13.528058,no,0,augmented,flipV-hue,train
aug_flipV-contrst_5216-20-04_08_2020_b0s1c0x193604-2776y9862-2080m39.tiff,yes,13.717038,no,0,augmented,flipV-contrst,train
aug_flipV-hue-contrst_Part-two_b0s4c0x165517-2776y67172-2080m21.tiff,yes,15.313348,yes,3,augmented,flipV-hue-contrst,train
aug_flipH-hue_Part-two_b0s1c0x50160-2776y34932-2080m44.tiff,yes,14.206716,no,0,augmented,flipH-hue,train
aug_flipH-hue-contrst_5216-20-04_08_2020_b0s1c0x198601-2776y15478-2080m68.tiff,yes,13.437988,no,0,augmented,flipH-hue-contrst,train
aug_flipH_Part-two_b0s1c0x70147-2776y36804-2080m61.tiff,yes,13.211314,no,0,augmented,flipH,train
aug_flipH_Part-two_b0s4c0x175511-2776y69044-2080m35.tiff,yes,13.501388,no,0,augmented,flipH,train
Part-two_b0s0c0x19987-2776y31824-2080m189.tiff,yes,13.941572,no,0,original,original,train
aug_flipD-contrst_Part-two_b0s4c0x170513-2776y69044-2080m33.tiff,yes,14.874758,yes,3,augmented,flipD-contrst,train
aug_flipV_Part-two_b0s0c0x17489-2776y39312-2080m242.tiff,yes,13.766408,no,0,augmented,flipV,train
aug_flipD-hue-contrst_5216-20-04_08_2020_b0s1c0x198601-2776y11734-2080m50.tiff,yes,13.910516,no,0,augmented,flipD-hue-contrst,train
aug_contrst_Part-two_b0s3c0x209903-2776y60051-2080m6.tiff,yes,15.125838,yes,1,augmented,contrst,train
aug_flipH-hue_Part-two_b0s0c0x22486-2776y26208-2080m148.tiff,yes,14.09893,no,0,augmented,flipH-hue,train
Part-two_b0s4c0x178009-2776y63428-2080m7.tiff,yes,13.237596,no,0,original,original,train
aug_flipV-contrst_Part-two_b0s4c0x175511-2776y74660-2080m71.tiff,yes,15.318564,no,0,augmented,flipV-contrst,train
aug_flipV-hue_Part-two_b0s1c0x52658-2776y38676-2080m63.tiff,yes,14.030356,no,0,augmented,flipV-hue,train
aug_flipD-contrst_Part-two_b0s0c0x27483-2776y43056-2080m278.tiff,yes,15.313816,no,0,augmented,flipD-contrst,train
5216-20-04_08_2020_b0s1c0x186109-2776y502-2080m1.tiff,yes,10.80179,no,0,original,original,train
aug_flipH-hue_5216-20-04_08_2020_b0s1c0x196102-2776y17350-2080m76.tiff,yes,13.793968,no,0,augmented,flipH-hue,train
aug_flipV-hue-contrst_5216-20-04_08_2020_b0s1c0x183610-2776y15478-2080m62.tiff,yes,14.144372,no,0,augmented,flipV-hue-contrst,train
aug_flipV_5216-20-04_08_2020_b0s0c0x14991-2776y7488-2080m29.tiff,yes,12.119774,yes,4,augmented,flipV,train
aug_contrst_5216-20-04_08_2020_b0s2c0x218918-2776y19000-2080m23.tiff,yes,13.370972,no,0,augmented,contrst,train
aug_hue-contrst_Part-two_b0s3c0x212401-2776y61923-2080m10.tiff,yes,15.333748,yes,3,augmented,hue-contrst,train
aug_hue_Part-two_b0s1c0x35169-2776y55524-2080m153.tiff,yes,13.904766,no,0,augmented,hue,train
Part-two_b0s0c0x17489-2776y28080-2080m160.tiff,yes,14.146038,no,0,original,original,train
aug_flipV-hue_5216-20-04_08_2020_b0s3c0x37361-2776y19968-2080m17.tiff,yes,10.85491,no,0,augmented,flipV-hue,train
aug_flipH_Part-two_b0s0c0x19987-2776y3744-2080m12.tiff,yes,13.258442,no,0,augmented,flipH,train
aug_flipV-hue-contrst_Part-two_b0s1c0x57655-2776y40548-2080m74.tiff,yes,15.07701,no,0,augmented,flipV-hue-contrst,train
aug_flipH-hue_Part-two_b0s1c0x42664-2776y55524-2080m156.tiff,yes,13.902442,yes,4,augmented,flipH-hue,train
5216-20-04_08_2020_b0s0c0x22486-2776y7488-2080m32.tiff,yes,13.484588,no,0,original,original,train
aug_hue-contrst_Part-two_b0s1c0x30173-2776y64884-2080m217.tiff,yes,15.375942,no,0,augmented,hue-contrst,train
aug_flipH_Part-two_b0s0c0x29981-2776y5616-2080m23.tiff,yes,13.836544,yes,2,augmented,flipH,train
aug_flipV-hue_Part-two_b0s1c0x60153-2776y55524-2080m163.tiff,yes,13.509642,no,0,augmented,flipV-hue,train
aug_flipV-hue_Part-two_b0s2c0x193974-2776y61832-2080m34.tiff,yes,13.866422,yes,6,augmented,flipV-hue,train
aug_hue-contrst_5216-20-04_08_2020_b0s3c0x37361-2776y27456-2080m45.tiff,yes,13.386442,no,0,augmented,hue-contrst,train
5216-20-04_08_2020_b0s3c0x47355-2776y25584-2080m42.tiff,yes,12.816312,no,0,original,original,train
aug_flipH-contrst_5216-20-04_08_2020_b0s1c0x181112-2776y2374-2080m4.tiff,yes,12.161564,no,0,augmented,flipH-contrst,train
aug_flipH-hue-contrst_5216-20-04_08_2020_b0s1c0x168620-2776y30454-2080m144.tiff,yes,13.335056,no,0,augmented,flipH-hue-contrst,train
aug_flipV-hue_Part-two_b0s1c0x42664-2776y55524-2080m156.tiff,yes,13.894176,yes,4,augmented,flipV-hue,train
aug_flipD-hue_Part-two_b0s1c0x55157-2776y57396-2080m175.tiff,yes,13.851386,no,0,augmented,flipD-hue,train
aug_flipD-hue_Part-two_b0s4c0x158022-2776y69044-2080m28.tiff,yes,14.233768,no,0,augmented,flipD-hue,train
aug_flipD-hue_Part-two_b0s1c0x30173-2776y64884-2080m217.tiff,yes,13.494042,no,0,augmented,flipD-hue,train
aug_flipD_5216-20-04_08_2020_b0s0c0x32480-2776y5616-2080m27.tiff,yes,10.388318,no,0,augmented,flipD,train
aug_hue-contrst_Part-two_b0s0c0x32479-2776y0-2080m4.tiff,yes,15.377464,no,0,augmented,hue-contrst,train
aug_flipH_Part-two_b0s0c0x34978-2776y9360-2080m40.tiff,yes,13.387812,no,0,augmented,flipH,train
aug_flipH-contrst_Part-two_b0s1c0x60153-2776y38676-2080m66.tiff,yes,15.197212,no,0,augmented,flipH-contrst,train
aug_flipV_5216-20-04_08_2020_b0s2c0x216420-2776y30232-2080m66.tiff,yes,10.614336,no,0,augmented,flipV,train
aug_contrst_Part-two_b0s4c0x173012-2776y72788-2080m58.tiff,yes,15.16797,yes,1,augmented,contrst,train
aug_flipV-hue-contrst_Part-two_b0s1c0x65150-2776y34932-2080m50.tiff,yes,15.435094,no,0,augmented,flipV-hue-contrst,train
aug_flipV-hue_5216-20-04_08_2020_b0s1c0x183610-2776y22966-2080m102.tiff,yes,13.463368,no,0,augmented,flipV-hue,train
5216-20-04_08_2020_b0s0c0x19988-2776y1872-2080m7.tiff,yes,10.398842,no,0,original,original,train
Part-two_b0s0c0x24984-2776y13104-2080m55.tiff,yes,13.599578,no,0,original,original,train
aug_flipH_Part-two_b0s0c0x32479-2776y41184-2080m264.tiff,yes,14.016876,yes,1,augmented,flipH,train
aug_flipV_5216-20-04_08_2020_b0s3c0x52351-2776y14352-2080m4.tiff,yes,10.347842,no,0,augmented,flipV,train
aug_flipD-contrst_5216-20-04_08_2020_b0s3c0x52351-2776y19968-2080m23.tiff,yes,13.0225,no,0,augmented,flipD-contrst,train
aug_flipV-contrst_Part-two_b0s0c0x9994-2776y26208-2080m143.tiff,yes,15.063832,no,0,augmented,flipV-contrst,train
aug_flipV-hue_Part-two_b0s0c0x29981-2776y7488-2080m30.tiff,yes,13.949056,yes,2,augmented,flipV-hue,train
aug_hue_5216-20-04_08_2020_b0s2c0x213921-2776y15256-2080m8.tiff,yes,12.876462,yes,1,augmented,hue,train
aug_flipV-hue_Part-two_b0s0c0x22486-2776y16848-2080m80.tiff,yes,13.89767,no,0,augmented,flipV-hue,train
aug_flipH-hue-contrst_5216-20-04_08_2020_b0s2c0x216420-2776y20872-2080m29.tiff,yes,14.122238,no,0,augmented,flipH-hue-contrst,train
aug_flipH-hue-contrst_Part-two_b0s0c0x17489-2776y29952-2080m174.tiff,yes,15.368366,no,0,augmented,flipH-hue-contrst,train
aug_flipD-hue_Part-two_b0s0c0x24984-2776y44928-2080m292.tiff,yes,13.6859,yes,3,augmented,flipD-hue,train
aug_flipV-hue_Part-two_b0s2c0x183981-2776y58088-2080m10.tiff,yes,14.012436,no,0,augmented,flipV-hue,train
aug_flipD_Part-two_b0s0c0x14990-2776y48672-2080m316.tiff,yes,13.207072,no,0,augmented,flipD,train
aug_flipV-contrst_5216-20-04_08_2020_b0s1c0x176115-2776y26710-2080m124.tiff,yes,14.224514,no,0,augmented,flipV-contrst,train
aug_flipV-contrst_5216-20-04_08_2020_b0s0c0x7495-2776y28080-2080m143.tiff,yes,13.351662,yes,4,augmented,flipV-contrst,train
aug_hue_5216-20-04_08_2020_b0s1c0x183610-2776y11734-2080m44.tiff,yes,13.423354,no,0,augmented,hue,train
aug_flipD-hue_Part-two_b0s0c0x22486-2776y24336-2080m134.tiff,yes,13.955602,no,0,augmented,flipD-hue,train
5216-20-04_08_2020_b0s0c0x29981-2776y31824-2080m177.tiff,yes,10.35918,no,0,original,original,train
aug_hue-contrst_5216-20-04_08_2020_b0s1c0x191106-2776y21094-2080m94.tiff,yes,13.957882,no,0,augmented,hue-contrst,train
aug_flipD-hue-contrst_Part-two_b0s1c0x57655-2776y42420-2080m83.tiff,yes,15.11425,no,0,augmented,flipD-hue-contrst,train
Part-two_b0s1c0x60153-2776y29316-2080m22.tiff,yes,14.126108,no,0,original,original,train
aug_flipV-hue-contrst_5216-20-04_08_2020_b0s1c0x183610-2776y26710-2080m127.tiff,yes,13.859572,no,0,augmented,flipV-hue-contrst,train
Part-two_b0s0c0x22486-2776y16848-2080m80.tiff,yes,13.987898,no,0,original,original,train
aug_flipV_5216-20-04_08_2020_b0s3c0x42357-2776y14352-2080m0.tiff,yes,10.360802,no,0,augmented,flipV,train
aug_hue_Part-two_b0s1c0x52658-2776y38676-2080m63.tiff,yes,14.030356,no,0,augmented,hue,train
aug_flipV-hue_Part-two_b0s1c0x57655-2776y27444-2080m13.tiff,yes,14.130648,no,0,augmented,flipV-hue,train
aug_contrst_5216-20-04_08_2020_b0s3c0x52351-2776y27456-2080m51.tiff,yes,11.85448,no,0,augmented,contrst,train
aug_flipD-contrst_Part-two_b0s1c0x32671-2776y49908-2080m113.tiff,yes,15.074714,no,0,augmented,flipD-contrst,train
Part-two_b0s1c0x47662-2776y49908-2080m117.tiff,yes,13.206452,no,0,original,original,train
aug_hue_5216-20-04_08_2020_b0s0c0x9994-2776y20592-2080m94.tiff,yes,11.368018,no,0,augmented,hue,train
aug_hue_5216-20-04_08_2020_b0s1c0x181112-2776y2374-2080m4.tiff,yes,10.969596,no,0,augmented,hue,train
aug_contrst_Part-two_b0s4c0x155523-2776y67172-2080m17.tiff,yes,15.072886,no,0,augmented,contrst,train
aug_hue-contrst_5216-20-04_08_2020_b0s1c0x191106-2776y28582-2080m141.tiff,yes,14.091,no,0,augmented,hue-contrst,train
aug_flipV_Part-two_b0s1c0x70147-2776y33060-2080m43.tiff,yes,13.208582,no,0,augmented,flipV,train
aug_flipV-contrst_Part-two_b0s0c0x29981-2776y7488-2080m30.tiff,yes,15.059556,yes,2,augmented,flipV-contrst,train
5216-20-04_08_2020_b0s0c0x32480-2776y9360-2080m45.tiff,yes,10.468072,no,0,original,original,train
aug_flipD-hue_5216-20-04_08_2020_b0s0c0x19988-2776y1872-2080m7.tiff,yes,10.897836,no,0,augmented,flipD-hue,train
aug_flipV-hue_5216-20-04_08_2020_b0s1c0x193604-2776y28582-2080m142.tiff,yes,11.533072,no,0,augmented,flipV-hue,train
aug_contrst_Part-two_b0s0c0x32479-2776y20592-2080m112.tiff,yes,15.41803,no,0,augmented,contrst,train
aug_flipD-hue-contrst_5216-20-04_08_2020_b0s1c0x183610-2776y2374-2080m5.tiff,yes,13.813564,no,0,augmented,flipD-hue-contrst,train
Part-two_b0s0c0x34978-2776y16848-2080m85.tiff,yes,14.136288,no,0,original,original,train
aug_hue_Part-two_b0s0c0x0-2776y41184-2080m251.tiff,yes,13.58412,no,0,augmented,hue,train
aug_flipH_Part-two_b0s0c0x7495-2776y48672-2080m313.tiff,yes,13.208444,no,0,augmented,flipH,train
aug_flipV_5216-20-04_08_2020_b0s1c0x178613-2776y13606-2080m51.tiff,yes,10.52747,no,0,augmented,flipV,train
aug_flipH-hue_5216-20-04_08_2020_b0s0c0x22486-2776y28080-2080m149.tiff,yes,13.344332,no,0,augmented,flipH-hue,train
aug_flipD-hue_5216-20-04_08_2020_b0s2c0x208924-2776y20872-2080m26.tiff,yes,13.004438,no,0,augmented,flipD-hue,train
Part-two_b0s0c0x12492-2776y43056-2080m272.tiff,yes,14.038514,yes,2,original,original,train
aug_flipD-contrst_Part-two_b0s0c0x34978-2776y39312-2080m249.tiff,yes,15.046304,yes,1,augmented,flipD-contrst,train
aug_flipH-hue_5216-20-04_08_2020_b0s0c0x14991-2776y20592-2080m96.tiff,yes,13.062598,no,0,augmented,flipH-hue,train
